Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
XS1854893291,0.35% SNR MTN 16/07/25 EUR1000'1000-00-1,234772,Asian Development Bank,Financials,Philippines,16/07/2018,07/03/2022,07/03/2022,600,EUR,1.15,16-07-25,0.35,Green,0,99,0,0,1,0,0,Transport,100,34,0,0,8,53,1,0,0,0,0,0,4,0,0,10,6,1,9,0,0,6,0,0,3,0,30,13,10,0,0,359,NA,NA,NA,359,NA,NA,NA,"12,672","16,338","88,707","114,364",91,NA,NA,NA,-369,"-253,906",,-667,"-458,747",,Moderate,65,71,,83,100,100,33,100,https://www.adb.org/sites/default/files/publication/297141/adb-green-bond-newsletter-2021.pdf; https://www.adb.org/sites/default/files/publication/756966/adb-green-blue-bond-framework.pdf
XS2068071641,0% SNR MTN 24/10/2029 EUR1000'1093-00-1',234772,Asian Development Bank,Financials,Philippines,24/10/2019,23/02/2022,23/02/2022,750,EUR,1.15,24-10-29,0,Green,0,99,0,0,1,0,0,Transport,100,34,0,0,8,53,1,0,0,0,0,0,4,0,0,10,6,1,9,0,0,6,0,0,3,0,30,13,10,0,0,452,NA,NA,NA,452,NA,NA,NA,"15,949","20,562","159,486","205,616",91,NA,NA,NA,-369,"-319,474",,-667,"-577,348",,Moderate,65,71,,83,100,100,33,100,https://www.adb.org/sites/default/files/publication/297141/adb-green-bond-newsletter-2021.pdf; https://www.adb.org/sites/default/files/publication/756966/adb-green-blue-bond-framework.pdf
XS1853999313,1.875% SNR EMTN 10/07/2028 EUR100000 '2',240407,AB Ignitis grupe,Utilities,Lithuania,10/07/2018,04/03/2022,04/03/2022,300,EUR,1.15,10/7/2028,1.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,27,0,0,71,2,0,0,0,0,0,0,0,0,0,19,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,377,NA,NA,NA,377,NA,NA,NA,"2,011","9,011","20,107","90,112",38,NA,NA,NA,-228,"-78,320",,-141,"-48,518",,Moderate,NA,21,,94,75,100,100,100,https://ignitisgrupe.lt/sites/default/files/inline-files/Green%20Bond%20Investor%20Letter%202020.pdf; https://www.ignitisgrupe.lt/sites/default/files/inline-files/FINAL%20-%20ISAE%203000%20report%202021%20%28signed%29.pdf
XS2003499386,0.375% SNR EMTN 28/05/2026 EUR100000'16',43666,Nordea Bank Abp,Financials,Finland,28/05/2019,07/03/2022,07/03/2022,750,EUR,1.15,28-05-26,0.38,Green,0,0,100,0,0,0,0,Buildings,100,24,0,0,0,4,4,58,0,0,11,0,0,0,0,13,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,"1,209","239,208",NA,NA,"1,209","239,208",NA,NA,"26,404","114,085","184,830","798,593",99,4,NA,NA,-409,"-352,471",,-530,"-456,675",,Moderate,97,58,,77,75,100,33,100,https://www.nordea.com/en/doc/nordea-green-bond-report-2020.pdf; https://www.nordea.com/en/doc/green-bond-framework-october-2021.pdf; https://www.nordea.com/en/doc/spo-nordeagb-09022022.pdf
XS2021306589,0.295% SNR MTN 08/07/2026 SEK2000000,234772,Asian Development Bank,Financials,Philippines,08/07/2019,08/03/2022,08/03/2022,1250,SEK,0.11,8/7/2026,0.3,Green,0,99,0,0,1,0,0,Transport,100,34,0,0,8,53,1,0,0,0,0,0,4,0,0,10,6,1,9,0,0,6,0,0,3,0,30,13,10,0,0,72,NA,NA,NA,72,NA,NA,NA,"2,550","3,288","17,853","23,016",91,NA,NA,NA,-369,"-51,087",,-667,"-92,325",,Moderate,65,71,,83,100,100,33,100,https://www.adb.org/sites/default/files/publication/297141/adb-green-bond-newsletter-2021.pdf; https://www.adb.org/sites/default/files/publication/756966/adb-green-blue-bond-framework.pdf
XS2241828644,0.29% SNR MTN 13/10/2028 SEK2000000,234772,Asian Development Bank,Financials,Philippines,13/10/2020,08/03/2022,08/03/2022,500,SEK,0.12,13-10-28,0.29,Green,0,99,0,0,1,0,0,Transport,100,34,0,0,8,53,1,0,0,0,0,0,4,0,0,10,6,1,9,0,0,6,0,0,3,0,30,13,10,0,0,30,NA,NA,NA,30,NA,NA,NA,"1,061","1,369","8,492","10,948",91,NA,NA,NA,-369,"-21,261",,-667,"-38,426",,Moderate,65,71,,83,100,100,33,100,https://www.adb.org/sites/default/files/publication/297141/adb-green-bond-newsletter-2021.pdf; https://www.adb.org/sites/default/files/publication/756966/adb-green-blue-bond-framework.pdf
SE0013359601,1.368% SNR MTN 23/04/2025 SEK2000000,NA,Jernhusen AB (publ),Real Estate,Sweden,23/04/2020,09/03/2022,09/03/2022,500,SEK,0.11,23-04-25,1.37,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,2,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,87,0,0,0,0,0,0,NA,"2,261",NA,NA,NA,"2,261",NA,NA,16,142,81,708,NA,5,NA,NA,-1,-31,,-1,-33,,Moderate,NA,59,,100,100,100,100,100,https://assets.ctfassets.net/ghgq5ooi403r/6IhvolVUbv4FAabVEDTcID/5361388d8db4605c9f1a24b0c2a4928f/grona-obligationer-2020.pdf
US29874QAY08,FR 1.625%092724,89414,European Bank for Reconstruction and Development,Financials,United Kingdom,25/09/2019,02/03/2022,02/03/2022,700,USD,1,27-09-24,1.63,Green,8,18,62,0,0,0,12,Others Green,100,0,0,0,8,25,10,8,0,0,1,6,43,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,91,28,,76,100,100,33,71,https://www.ebrd.com/documents/environment/ebrd-sustainability-report-2020-pdf.pdf; https://www.ebrd.com/documents/treasury/framework-for-environmental-sustainability-bonds.pdf; https://www.ebrd.com/documents/treasury/ebrd-focus-on-environment.pdf
US045167EC30,GLOBAL MTN SER 936-00-1 2.375 Aug-10-2027,234772,Asian Development Bank,Financials,Philippines,08/08/2017,03/03/2022,03/03/2022,500,USD,1,10/8/2027,2.38,Green,0,99,0,0,1,0,0,Transport,100,34,0,0,8,53,1,0,0,0,0,0,4,0,0,10,6,1,9,0,0,6,0,0,3,0,30,13,10,0,0,261,NA,NA,NA,261,NA,NA,NA,"9,206","11,869","92,063","118,691",91,NA,NA,NA,-369,"-184,415",,-667,"-333,272",,Moderate,65,71,,83,100,100,33,100,https://www.adb.org/sites/default/files/publication/297141/adb-green-bond-newsletter-2021.pdf; https://www.adb.org/sites/default/files/publication/756966/adb-green-blue-bond-framework.pdf
US48305QAC78,SR -2017 BD 27,NA,Kaiser Foundation Hospitals,Health Care,United States,25/04/2017,09/03/2022,09/03/2022,575,USD,1,1/5/2027,3.15,Green,0,0,0,100,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,"233,783",NA,NA,NA,"233,783",NA,NA,"1,662","18,360","16,622","183,597",NA,6,NA,NA,-8,"-4,458",,NA,NA,,Moderate,NA,84,,63,75,100,33,43,https://about.kaiserpermanente.org/community-health/improving-community-conditions/environmental-stewardship/collaboration; https://mstar-sustops-cdn-mainwebsite-s3.s3.amazonaws.com/docs/default-source/spos/kaiser-green-bond-framework-and-opinion-final_20170410.pdf?sfvrsn=8b1bfb6f_3; https://www.munios.com/munios-archive.ashx?e=02CVN
XS1084043451,2.375% SNR EMTN 04/07/2024 EUR100000 '7',51793,Hera S.p.A.,Utilities,Italy,04/07/2014,09/03/2022,09/03/2022,500,EUR,1.15,4/7/2024,2.38,Green,0,0,100,0,0,0,0,Waste,100,32,0,0,0,0,0,0,0,0,44,0,24,0,0,0,3,0,0,0,20,8,0,0,0,0,0,0,0,0,0,454,NA,NA,NA,454,NA,NA,NA,"1,633","98,709","16,332","987,093",346,NA,NA,NA,-158,"-90,522",,-92,"-52,612",,High,64,13,,83,100,100,33,100,https://eng.gruppohera.it/documents/1514726/4185708/Green+Bond+2017+eng.pdf/6ee2bed2-2d0b-0690-c67e-cc16e93bfb5d?t=1599574567657; https://eng.gruppohera.it/documents/1514726/4185708/Green+bond+projects+2017.pdf/6929e370-023b-ac45-f993-9e1bfde826bc?t=1593673956132; https://www.bourse.lu/download/dl?v=at4X5mOzWCleT6co4sJwRn/x8RN1x+dPtYJwYZ22eWGMUjELdKLytVNGSrToNuRSroZRunwB2zMl9xJZ+ArQKPnXzro/IDxxjONR8+dU/lES1DXRtqgwtQTgnASSUjQW; https://www.bourse.lu/download/dl?v=A3yZ1uGk3ruvDuIjlv1JQJtHvxmUh21q1TRzExnLecm8xuFVEroWam7gmbx0aVPqZCLYpYV5XDtTcDw7r6ugJ48pZZ7LX+/CJGA48XsIZ/+y/gfjjcmAU/apv163qvGk; https://www.bourse.lu/download/dl?v=gdF6qnaqiHlrc3kjwr7xnL/uZ/wO8IhlFqDgByF4s+VduvQmpc9NbXWawHYCh1lyRMHJSmPKPlvbm5fYFDpNEPiibT0PH/44U9143hUaOwSvqOK3quevksAFnXkAfCTh
XS2237434803,3.25% SNR EMTN 23/09/2030 EUR1000'5'REGS,44380,Unipol Gruppo S.p.A.,Financials,Italy,23/09/2020,09/03/2022,09/03/2022,750,EUR,1.18,23-09-30,3.25,Green,0,0,2,2,0,0,96,Undisclosed/Not disbursed proceeds,100,21,0,0,0,0,0,0,2,0,0,0,2,75,0,12,7,3,0,0,0,0,0,0,2,0,0,0,0,0,0,"1,400",NA,NA,NA,"1,400",NA,NA,NA,"32,690","47,025","326,902","470,252",147,NA,NA,NA,-804,"-709,300",,-603,"-532,184",,Moderate,39,47,,85,38,100,100,100,https://www.unipol.it/sites/corporate/files/pages_related_documents/unipol_green-bond-report_2020_0.pdf; https://www.unipol.it/sites/corporate/files/pages_related_documents/u_gbf_secondpartyopinion_0.pdf; https://www.unipol.it/sites/corporate/files/pages_related_documents/unipol_unipolsai_gbf_0.pdf
FR0013296373,0.125% SNR EMTN 15/11/2023 EUR100000'85',234785,Agence Fran?aise de D?veloppement,Financials,France,15/11/2017,08/03/2022,08/03/2022,750,EUR,1.16,15-11-23,0.13,Green,13,29,1,0,0,31,26,Transport,100,20,0,0,0,49,9,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"-3,278","-2,841,356",,NA,NA,57,,95,78,100,100,100,https://www.afd.fr/sites/afd/files/2018-07-04-48-18/AFD-reporting-climate-bond-en.pdf; https://www.afd.fr/sites/afd/files/2017-10/cicero-second-opinion-afd-climate-bond-framework.pdf; https://www.afd.fr/sites/afd/files/2017-10/afd-climate-bond-framework.pdf; https://www.afd.fr/en/ressources/2020-sustainable-development-goals-bond-reporting?origin=/en/rechercher?query=Green+bond
US50049GAB86,MTN RULE 144A 1.875 Jun-1-2021,244765,Kommuninvest i Sverige AB,Financials,Sweden,17/05/2017,11/03/2022,11/03/2022,500,USD,1,1/6/2021,1.88,Green,0,0,100,0,0,0,0,Buildings,100,18,0,0,0,5,15,60,0,0,1,0,1,0,0,5,0,2,0,0,6,0,19,38,2,0,2,0,0,0,0,347,"104,290",NA,"1,011,449",347,"104,290",NA,"1,011,449","1,908","63,269","7,631","253,077",594,1,NA,7,-153,"-76,571",,-109,"-54,591",,Moderate,NA,70,,100,100,100,100,100,https://kommuninvest.se/wp-content/uploads/2021/03/Green-Bonds-Project-by-project-reporting-December-2020.xlsx; https://kommuninvest.se/wp-content/uploads/2021/05/Green-Bonds-Impact-Report-December-2020.pdf
US67021CAN74,GLOBAL DEB 3.250 May-15-2029,241123,NSTAR Electric Company,Utilities,United States,14/05/2019,09/03/2022,09/03/2022,400,USD,1,15-05-29,3.25,Green,0,0,0,100,0,0,0,Others Green,100,37,0,0,0,0,0,0,0,0,0,0,63,0,0,0,37,0,0,0,0,0,0,0,63,0,0,0,0,0,0,112,NA,NA,NA,112,NA,NA,NA,"5,944","9,020","59,442","90,196",134,NA,NA,NA,-100,"-40,115",,-80,"-31,806",,High,57,66,,96,84,100,100,100,https://www.eversource.com/content/docs/default-source/investors/2020-green-bond-prospectus.pdf?sfvrsn=b34dd162_2; https://www.eversource.com/content/general/residential/about/investors/sustainability-the-environment/green-bond/2019-green-bond/solar-power-generation; https://www.eversource.com/content/general/residential/about/investors/sustainability-the-environment/green-bond/2019-green-bond/energy-efficiency
US63254ABA51,FR 3.625%062023,42705,"National Australia Bank Limited, New York Branch",Financials,United States,11/06/2018,09/03/2022,09/03/2022,750,USD,1,20-06-23,3.63,Green,0,0,44,2,54,0,0,Renewable Electricity and Heat Production,100,61,0,0,0,16,0,23,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,23,0,0,0,12,0,0,0,638,"69,658",NA,NA,638,"69,658",NA,NA,"6,383","25,437","31,913","127,185",37,8,NA,NA,-385,"-289,044",,-810,"-607,188",,Moderate,41,84,,100,100,100,100,100,https://capital.nab.com.au/docs/NAB-Green-Bond-Report-2020.pdf
XS2063247915,0.3% SNR NTS 04/10/26 EUR100000'78''REGS,44522,"Banco Santander, S.A.",Financials,Spain,04/10/2019,10/03/2022,10/03/2022,1000,EUR,1.15,4/10/2026,0.3,Green,0,0,80,18,0,2,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,626",NA,NA,NA,"2,626",NA,NA,NA,"74,904","146,728","524,329","1,027,099",81,NA,NA,NA,-739,"-852,505",,-726,"-838,173",,Moderate,93,84,,94,75,100,100,100,https://www.santander.com/content/dam/santander-com/es/contenido-paginas/nuestro-compromiso/crecimiento-inclusivo-y-sostenible/financiaci%C3%B3n-de-proyectos-sostenibles/banco-santander-green-bond-report-2019-es.pdf; https://live.euronext.com/sites/default/files/documentation/green-bonds/XS2063247915%20BANCO%20SANTANDER%2C%20S.A.%20green%20bond%20framework%202019.pdf; https://live.euronext.com/sites/default/files/documentation/green-bonds/XS2063247915%20BANCO%20SANTANDER%2C%20S.A.%20global%20sustainable%20bond%20programme%20second%20opinion%202019.pdf
US00828EDF34,GLOBAL MEDIUM TERM SR BK NT 3.000 Dec-6-2021,NA,African Development Bank,Financials,Ivory Coast,27/11/2018,01/03/2022,01/03/2022,500,USD,1,6/12/2021,3,Green,100,0,0,0,0,0,0,"Transmission, distribution & storage",100,26,0,0,33,27,14,0,0,0,0,0,0,0,0,5,10,9,1,0,0,0,0,0,0,0,15,8,4,0,0,205,NA,NA,NA,205,NA,NA,NA,"5,393","5,916","16,179","17,747",68,NA,NA,NA,-264,"-131,931",,-651,"-325,277",,Moderate,NA,52,,83,100,100,33,100,https://www.afdb.org/en/documents/green-and-social-bond-newsletter-issue-ndeg6-march-2020
XS1527751991,0.375% SNR MTN 01/06/2022 SEK1000000'596,NA,African Development Bank,Financials,Ivory Coast,01/12/2016,01/03/2022,01/03/2022,1250,SEK,0.11,1/6/2022,0.38,Green,100,0,0,0,0,0,0,"Transmission, distribution & storage",100,26,0,0,32,27,14,0,0,0,0,0,0,0,0,5,10,9,1,0,0,0,0,0,0,0,15,8,4,0,0,49,NA,NA,NA,49,NA,NA,NA,"1,284","1,409","7,704","8,451",69,NA,NA,NA,-223,"-31,412",,-644,"-84,192",,Moderate,NA,52,,83,100,100,33,100,https://www.afdb.org/en/documents/green-and-social-bond-newsletter-issue-ndeg6-march-2020
XS2081157401,SR GLBL REGS 23,244765,Kommuninvest i Sverige AB,Financials,Sweden,13/11/2019,03/03/2022,03/03/2022,1000,USD,1,24-04-23,1.63,Green,0,0,100,0,0,0,0,Buildings,100,18,0,0,0,5,15,60,0,0,1,0,1,0,0,5,0,2,0,0,6,0,19,38,2,0,2,0,0,0,0,681,"209,823",NA,"2,034,947",681,"209,823",NA,"2,034,947","3,755","125,884","15,021","503,538",594,1,NA,35,-150,"-150,497",,-110,"-109,832",,Moderate,NA,70,,100,100,100,100,100,https://kommuninvest.se/wp-content/uploads/2021/03/Green-Bonds-Project-by-project-reporting-December-2020.xlsx; https://kommuninvest.se/wp-content/uploads/2021/05/Green-Bonds-Impact-Report-December-2020.pdf
CA30216BHL95,CAD$ GLOBAL BD 1.650 Jul-31-2024,241370,Export Development Canada,Financials,Canada,24/07/2019,10/03/2022,10/03/2022,500,CAD,0.77,31-07-24,1.65,Green,0,0,24,0,0,0,76,Renewable Electricity and Heat Production,100,68,0,0,0,32,0,0,0,0,0,0,0,0,0,51,17,0,0,0,0,0,0,0,0,0,10,8,14,0,0,331,NA,NA,NA,331,NA,NA,NA,"14,159","16,173","70,797","80,863",59,NA,NA,NA,-420,"-161,746",,-416,"-160,295",,Moderate,NA,83,,95,81,100,100,100,https://www.edc.ca/content/dam/edc/en/corporate/corporate-reports/annual-reports/2020-climate-related-disclosure.pdf
IT0005346579,2.125% SNR NTS 27/09/2023 EUR100000 '15',NA,Cassa depositi e prestiti S.p.A.,Sovereign,Italy,27/09/2018,18/04/2022,18/04/2022,500,EUR,1.14,27-09-23,2.13,Green,0,0,100,0,0,0,0,Water,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,70,75,100,33,71,https://www.cdp.it/resources/cms/documents/CDP%20Sustainability%20Bond%20Report%20-%20eng.pdf
US606822AH76,SR NT 2.527 Sep-13-2023,44523,"Mitsubishi UFJ Financial Group, Inc.",Financials,Japan,06/09/2016,18/04/2022,18/04/2022,500,USD,1,13-09-23,2.53,Green,0,0,0,0,0,0,100,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,29,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,084",NA,NA,NA,"7,084",NA,NA,NA,"37,875","49,954","265,126","349,677",113,NA,NA,NA,"-1,037","-518,365",1,"-1,020","-510,045",1,Moderate,93,85,1,77,75,100,33,100,https://www.mufg.jp/dam/ir/fixed_income/greenbond/pdf/report160913_en.pdf
FR0013284205,1.375% SNR EMTN 26/01/2028 EUR100000'17',44353,Gecina,Real Estate,France,26/09/2017,19/04/2022,19/04/2022,700,EUR,1.15,26-01-28,1.38,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-591,1,NA,38,56,1,94,75,100,100,100,https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_allocation__impact_reporting.pdf; https://www.gecina.fr/sites/default/files/2021-04/green_bond_framework_-_uk.pdf; https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_ey_-_green_bonds_report.pdf
NO0010752702,2.35% SNR BDS 04/09/2024 NOK1000000,NA,Oslo kommune,Sovereign,Norway,04/12/2015,19/04/2022,19/04/2022,1500,NOK,0.12,4/9/2024,2.35,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,44,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,44,0,0,0,NA,"19,407",NA,NA,NA,"19,407",NA,NA,138,"1,360","1,242","12,242",NA,6,NA,NA,-2,-315,0,-1,-188,0,Low,NA,72,1,83,100,100,33,100,https://www.oslo.kommune.no/getfile.php/1389030-1449054391/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Finansforvaltning/Gr%C3%B8nne%20obligasjoner/Side%20letter%20green%20bond%20issuance%20Oslo%20kommune.pdf
AU000XQLQAD1,3% GTD SNR BDS 22/03/2024 AUD1000 '144A',NA,Queensland Treasury Corporation,Sovereign,Australia,22/03/2017,20/04/2022,20/04/2022,750,AUD,0.73,22-03-24,3,Green,0,0,0,0,100,0,0,Transport,100,3,0,0,0,80,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,68,10,0,0,0,41,NA,NA,NA,41,NA,NA,NA,413,473,"2,893","3,311",151,NA,NA,NA,-6,"-3,093",0,-9,"-4,658",0,Moderate,NA,70,1,100,100,100,100,100,https://www.qtc.com.au/wp-content/uploads/2021/05/2021-QTC-Green-Bond-Annual-Report-1.pdf; https://www.qtc.com.au/wp-content/uploads/2021/06/QTC-DNV-GL-Programmatic-Verification-Opinion-2021-v2.1.pdf
FR0012448025,1.5% SNR EMTN 20/01/25 EUR100000'6''REGS,44353,Gecina,Real Estate,France,20/01/2015,20/04/2022,20/04/2022,500,EUR,1.14,20-01-25,1.5,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-422,1,NA,40,56,1,94,75,100,100,100,https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_allocation__impact_reporting.pdf; https://www.gecina.fr/sites/default/files/2021-04/green_bond_framework_-_uk.pdf; https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_ey_-_green_bonds_report.pdf
FR0013205069,1% SNR EMTN 30/01/2029 EUR100000'11'REGS,44353,Gecina,Real Estate,France,30/09/2016,20/04/2022,20/04/2022,500,EUR,1.15,30-01-29,1,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-422,1,NA,32,56,1,94,75,100,100,100,https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_allocation__impact_reporting.pdf; https://www.gecina.fr/sites/default/files/2021-04/green_bond_framework_-_uk.pdf; https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_ey_-_green_bonds_report.pdf
FR0013266350,1.375% SNR EMTN 30/06/2027 EUR100000'13',44353,Gecina,Real Estate,France,30/06/2017,20/04/2022,20/04/2022,500,EUR,1.16,30-06-27,1.38,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-422,1,NA,38,56,1,94,75,100,100,100,https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_allocation__impact_reporting.pdf; https://www.gecina.fr/sites/default/files/2021-04/green_bond_framework_-_uk.pdf; https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_ey_-_green_bonds_report.pdf
FR0013266368,2% SNR EMTN 30/06/2032 EUR100000'14'REGS,44353,Gecina,Real Estate,France,30/06/2017,20/04/2022,20/04/2022,500,EUR,1.16,30-06-32,2,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-422,1,NA,38,56,1,94,75,100,100,100,https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_allocation__impact_reporting.pdf; https://www.gecina.fr/sites/default/files/2021-04/green_bond_framework_-_uk.pdf; https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_ey_-_green_bonds_report.pdf
FR0013322989,1.625% SNR EMTN 14/03/2030 EUR100000'18',44353,Gecina,Real Estate,France,14/03/2018,20/04/2022,20/04/2022,500,EUR,1.15,14-03-30,1.63,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-422,1,NA,78,56,1,94,75,100,100,100,https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_allocation__impact_reporting.pdf; https://www.gecina.fr/sites/default/files/2021-04/green_bond_framework_-_uk.pdf; https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_ey_-_green_bonds_report.pdf
